1,639,
2,620,THE
3,496,TO
4,350,COVID19
5,343,A
6,314,AND
7,298,OF
8,272,IN
9,205,FOR
10,157,COVID
11,148,ON
12,143,THIS
13,142,I
14,141,WITH
15,134,WE
16,133,PANDEMIC
17,129,IS
18,121,AT
19,110,NEW
20,110,ONTARIO
21,107,ARE
22,100,MY
23,97,HAVE
24,95,YOU
25,91,IT
26,86,FROM
27,81,HAS
28,78,SOCIAL
29,78,TODAY
30,75,ALL
31,73,DISTANCING
32,69,BE
33,67,AS
34,67,OUR
35,66,OUT
36,66,SO
37,65,TORONTO
38,64,DAY
39,63,BUT
40,61,THAT
41,60,YOUR
42,56,NEWS
43,55,WILL
44,51,HEALTH
45,49,CANADA
46,49,HOME
47,49,INDIA
48,49,JULY
49,48,WAS
50,46,FEATURED
51,45,AFTER
52,44,DURING
53,43,BACK
54,43,TIME
55,41,AMP
56,41,SOME
57,40,CASES
58,40,UP
59,40,US
60,39,NOW
61,39,OPEN
62,38,LOCKDOWN
63,38,NOT
64,37,MASKS
65,37,ONE
66,36,GET
67,36,OR
68,35,ME
69,35,WORK
70,34,BY
71,33,BEEN
72,33,FIRST
73,32,CORONAVIRUS
74,32,DUE
75,32,IF
76,31,LOVE
77,31,THERE
78,30,BOLLYWOOD
79,30,MORE
80,30,NO
81,30,WHEN
82,29,HAD
83,29,MASK
84,29,THEIR
85,28,ENTERTAINMENT
86,28,JUST
87,27,BUSINESS
88,27,ITS
89,27,PEOPLE
90,27,POSITIVE
91,27,SAFE
92,26,CAN
93,26,EVERYONE
94,26,YEAR
95,25,ABOUT
96,25,HAPPY
97,25,HOW
98,25,LIKE
99,25,QUARANTINE
100,25,SINCE
101,24,AN
102,24,HELP
103,24,HER
104,24,PLACE
105,24,PLEASE
106,23,FAMILY
107,23,HAIR
108,23,MONTHS
109,23,SOCIALDISTANCING
110,23,THEY
111,22,3
112,22,GOT
113,22,GREAT
114,22,IT’S
115,22,OVER
116,22,THANKS
117,22,THESE
118,22,WHO
119,21,BIG
120,21,DAYS
121,21,DELHI
122,21,DO
123,21,MANY
124,20,GOOD
125,20,LOCAL
126,20,MAKE
127,20,WHILE
128,19,LAST
129,19,MUCH
130,19,SEE
131,19,STILL
132,18,2020
133,18,FUN
134,18,NEXT
135,18,SUMMER
136,18,WERE
137,18,WHAT
138,17,ACTRESS
139,17,AGAIN
140,17,FINALLY
141,17,FRIDAY
142,17,GETTING
143,17,GO
144,17,HERE
145,17,HIS
146,17,TESTED
147,17,THROUGH
148,16,BEFORE
149,16,BEING
150,16,COME
151,16,OTTAWA
152,16,PATIO
153,16,POST
154,16,VANCOUVER
155,16,VERY
156,16,WORKING
157,15,BRAMPTON
158,15,FRIENDS
159,15,LOFTHAIRLOUNGE
160,15,OTHER
161,15,PART
162,15,READY
163,15,WALK
164,15,WORLD
165,14,19
166,14,AM
167,14,BRITISH
168,14,BUSINESSES
169,14,COLUMBIA
170,14,CORONA
171,14,EVEN
172,14,HAVING
173,14,NEED
174,14,PAINTBALL
175,14,SUPPORT
176,14,TOOK
177,14,YEARS
178,14,…
179,13,ANOTHER
180,13,BECAUSE
181,13,CITY
182,13,I’M
183,13,KNOW
184,13,LIFE
185,13,LONG
186,13,LOOK
187,13,MOST
188,13,ONLINE
189,13,SATURDAY
190,13,THINGS
191,13,TO…
192,13,VACCINE
193,12,2
194,12,6
195,12,COULD
196,12,DID
197,12,DOWN
198,12,GLOBAL
199,12,HE
200,12,I’VE
201,12,JOIN
202,12,KEEP
203,12,KWAWESOME
204,12,MAY
205,12,ONLY
206,12,SUNDAY
207,12,THANK
208,12,TIMES
209,12,TIMMINS
210,12,WAY
211,12,WEAR
