1,141,COVID19 FEATURED
2,83,INDIA NEWS
3,72,FEATURED INDIA
4,70,OF THE
5,60,NEW DELHI
6,55,IN THE
7,47,FOR THE
8,44,OF COVID19
9,41,COVID19 
10,38, TORONTO
11,38,TO THE
12,37,COVID19 CASES
13,37,THE COVID19
14,35,FEATURED NEWS
15,34,DUE TO
16,33, 
17,32,TORONTO ONTARIO
18,31,ON THE
19,30,THE CORONAVIRUS
20,27,COVID19 PANDEMIC
21,26,THE DAY
22,26,TO BE
23,24,WE ARE
24,23,FOR A
25,23,IN TIMMINS
26,22,HAS BEEN
27,22,NEW COVID19
28,21,DURING COVID19
29,21,OF OUR
30,21,WILL BE
31,21,WITH THE
32,20,ESSENTIAL WORKER
33,20,FEATURED HEALTH
34,20,HAVE BEEN
35,20,TO HELP
36,20,TODAY 
37,20,TRINITY BELLWOODS
38,19, THE
39,19,COVID19 CORONAVIRUS
40,19,COVID19 HERES
41,19,HERES THE
42,19,SITUATION IN
43,19,THE SITUATION
44,19,TIMMINS TODAY
45,19,WORKER OF
46,18,CORONAVIRUS PANDEMIC
47,18,COVID WALK
48,18,ONTARIO REPORTS
49,18,TO COVID19
50,17,AT THE
51,17,CASES OF
52,17,COVID19 ENTERTAINMENT
53,17,DURING THE
54,17,ENTERTAINMENT HEALTH
55,17,NEW CASES
56,16,BOLLYWOOD COVID19
57,16,BOLLYWOOD ENTERTAINMENT
58,16,IN A
59,16,THANK YOU
60,15,TO GET
61,15,WALK TODAY
62,14,AMID THE
63,14,AND THE
64,14,BRITISH COLUMBIA
65,14,CORONAVIRUS COVID19
66,14,FOR COVID19
67,14,NEWS COVID19
68,14,NO NEW
69,14,NOVA SCOTIA
70,14,THE CITY
71,14,THIS COVID19
72,13,BACK TO
73,13,DURING THIS
74,13,I AM
75,13,IS A
76,13,IT IS
77,13,NEWS 
78,13,ONE OF
79,13,TO COVID
80,13,WITH A
81,13,WITH COVID19
82,12,BELLWOODS PARK
83,12,COVID 
84,12,COVID 19
85,12,THE COVID
86,12,THIS IS
87,12,TO KEEP
88,12,TO SEE
89,12,WE WILL
90,11, TRINITY
91,11,A GREAT
92,11,AS A
93,11,FROM THE
94,11,GOING TO
95,11,IS THE
96,11,THE FIRST
97,11,THE WORLD
98,11,THIS YEAR
99,11,TO REOPEN
100,11,WHO ARE
101,10,ABLE TO
102,10,AND I
103,10,AS THE
104,10,AS WE
105,10,I HAVE
106,10,MORE THAN
107,10,OUR COVID
108,10,TO MAKE
109,10,WANT TO
110,9, BRAMPTON
111,9, NOVA
112,9,BRAMPTON ONTARIO
113,9,CANADA COVID19
114,9,CASES REPORTED
115,9,COVID19 HAS
116,9,FOR OUR
117,9,HAVE A
118,9,HEADLINES 
119,9,I WAS
120,9,IT WAS
121,9,NEW YORK
122,9,OF COVID
123,9,ON MONDAY
124,9,OTTAWA ONTARIO
125,9,SOCIAL DISTANCING
126,9,SOCIAL MEDIA
127,9,YOU CAN
128,8, BURLINGTON
129,8, OTTAWA
130,8, WE
131,8,AFTER THE
132,8,AND A
133,8,BEYOND LOCAL
134,8,BURLINGTON ONTARIO
135,8,CITY OF
136,8,COVID19 TODAY
137,8,DELHI \xa0THE
138,8,DONALD TRUMP
139,8,HEALTH INDIA
140,8,HEALTH NEWS
141,8,OF A
142,8,ON TUESDAY
143,8,OUR COMMUNITY
144,8,OUT OF
145,8,POSITIVE FOR
146,8,REAL ESTATE
147,8,THIS TIME
148,8,TO ALL
149,7, I
150,7,AIR INDIA
151,7,BUT I
152,7,BY THE
153,7,COVID QUARANTINE
154,7,EVEN THOUGH
155,7,FOR CORONAVIRUS
156,7,HEALTH AND
157,7,IF YOU
158,7,IN INDIA
159,7,IN PLACE
160,7,LIKELY TO
161,7,OF CORONAVIRUS
162,7,OF MY
163,7,ON FRIDAY
164,7,ON SATURDAY
165,7,PRESIDENT DONALD
166,7,SAID THAT
167,7,SCOTIA REPORTS
168,7,THAT THE
169,7,THE INDIAN
170,7,THE NEW
171,7,THIS MORNING
172,7,TO A
173,7,TO GO
174,7,TO WORK
175,7,TWO MONTHS
176,7,VANCOUVER BRITISH
177,7,WE HAVE
178,6, VANCOUVER
179,6,2020 
180,6,A LITTLE
181,6,AAROGYA SETU
182,6,AGAINST COVID19
183,6,AND WE
184,6,AT A
185,6,AT HOME
186,6,BY COVID19
187,6,CORONAVIRUS CRISIS
188,6,COVID19 CORONAVIRUSTORONTO
189,6,COVID19 OUTBREAK
190,6,COVID19 SOCIALDISTANCING
191,6,CRICKET FEATURED
192,6,DECIDED TO
193,6,DURING COVID
194,6,END OF
195,6,ENTERTAINMENT ENTERTAINMENTMUSIC
196,6,FOR MY
197,6,FORWARD TO
198,6,FROM COVID19
199,6,FRONTLINE WORKERS
200,6,HE IS
201,6,HEALTH UNIT
202,6,IN MUMBAI
203,6,IN MY
204,6,INTO TRINITY
205,6,IT WILL
206,6,LOCAL COVID19
207,6,LONG WEEKEND
208,6,LOOK AT
209,6,NEED TO
210,6,NEW DELHI\xa0
211,6,NEW LOCAL
212,6,NEWS COVID
213,6,NEWS TECH
214,6,NEWS USA
215,6,OF HIS
216,6,OF US
217,6,ON COVID19
218,6,ON MY
219,6,ON OUR
220,6,PARKS COVID19
221,6,PRIME MINISTER
222,6,QUEENSTREETWEST PARKS
223,6,SET TO
224,6,SO I
225,6,SO MANY
226,6,STRANDED IN
227,6,TESTED POSITIVE
228,6,THE COUNTRY
229,6,THE NATIONWIDE
230,6,THE ONGOING
231,6,THERE ARE
232,6,THIS WEEK
233,6,THROUGH THE
234,6,TO HAVE
235,6,TO OPEN
236,6,TO RAISE
237,6,TO START
238,6,TO TAKE
239,6,TORONTO TRINITYBELLWOODS
240,6,TRINITYBELLWOODS QUEENSTREETWEST
241,6,TRUTH COVID
242,6,UP WITH
243,6,VANDE BHARAT
244,5, EDMONTON
245,5, KINGSTON
246,5, LONDON
247,5, ONE
248,5,A FEW
249,5,A GLOBAL
250,5,A GOOD
251,5,A LOT
252,5,A NEW
253,5,A TIME
254,5,ABOUT THE
255,5,ACROSS THE
256,5,AGAINST THE
257,5,AGE OF
258,5,ALL OF
259,5,ALONG WITH
260,5,AND THEN
261,5,AT OUR
262,5,AT STARBUCKSCANADA
263,5,BE A
264,5,BE ABLE
265,5,BECAUSE OF
266,5,BHARAT MISSION
267,5,CANCELLED DUE
268,5,CARE OF
269,5,CHECK OUT
270,5,CORONAVIRUS 
271,5,CORONAVIRUSTORONTO 
272,5,COVID AND
273,5,COVID FLAT
274,5,COVID19 AND
275,5,COVID19 COVID19
276,5,COVID19 CRICKET
277,5,COVID19 DELHI
278,5,COVID19 IN
279,5,COVID19 IS
280,5,COVID19 NEW
281,5,COVID19 RELIEF
282,5,COVID19 THE
283,5,DELHI FEATURED
284,5,DELHI \xa0AS
285,5,DOMESTICVIOLENCE SCUM
286,5,DUNDAS ON
287,5,EDMONTON ALBERTA
288,5,FEATURED MUMBAI
289,5,FLAT WHITE
290,5,FROM OUR
291,5,HEALTH MINISTER
292,5,HOW TO
293,5,I HAD
294,5,IN CANADA
295,5,IN DELHI
296,5,IN DUNDAS
297,5,IN ONE
298,5,IN THIS
299,5,IS GOING
300,5,KINGSTON ONTARIO
301,5,LAST WEEK
302,5,LOCKDOWN NEW
303,5,LONDON ONTARIO
304,5,LOOKING FORWARD
305,5,LOVE LOVESTORY
306,5,LOVESTORY DOMESTICVIOLENCE
307,5,MANY OF
308,5,MAY BE
309,5,MORE DEATHS
310,5,NATIONWIDE LOCKDOWN
311,5,NEED A
312,5,NEWS PUNJAB
313,5,NOVEL CORONAVIRUS
314,5,OF ALL
315,5,OF LOCKDOWN
316,5,ON MAY
317,5,ON SUNDAY
318,5,ONE NEW
319,5,ONTARIO GOVERNMENT
320,5,OVER THE
321,5,PANDEMIC AND
322,5,RESUMPTION OF
323,5,SCUM SINGLE
324,5,SINCE THE
325,5,SINGLE SINGLEMOTHERS
326,5,SINGLEMOTHERS COVID19
327,5,SO MUCH
328,5,SPIKE IN
329,5,SPREAD OF
330,5,STARBUCKSCANADA IN
331,5,STAYHOME COVID19
332,5,THANKS FOR
333,5,THAT I
334,5,THE END
335,5,THE HEALTH
336,5,THE LAST
337,5,THE LATEST
338,5,THE LOCKDOWN
339,5,THE ONTARIO
340,5,THE PEOPLE
341,5,THE SPREAD
342,5,THE UNITED
343,5,THE YEAR
344,5,TIME OF
345,5,TIME TO
346,5,TIMMINS AREA
347,5,TO ANNOUNCE
348,5,TO COME
349,5,TO INDIA
350,5,TO KNOW
351,5,TO MY
352,5,TORONTO C•A•N•A•D•A
353,5,TORONTO YYZ
354,5,WAGE SUBSIDY
355,5,WHAT YOU
356,5,YOU ALL
357,5,YOU ARE
358,5,YOU NEED
359,5,YOU TO
360,5,YYZ 
361,4, AND
362,4, COVID19
363,4, MONTREAL
364,4, PYGMALION
365,4, VNN
366,4,2020SUCKS 
367,4,A COVID19
368,4,A FLYBY
369,4,A LIGHT
370,4,ALL THE
371,4,ALL TO
372,4,AMARINDER SINGH
373,4,AMID COVID19
374,4,AMID LOCKDOWN
375,4,ARE CURRENTLY
376,4,ARE WORKING
377,4,ART PROJECT
378,4,AS WELL
379,4,AT NOON
380,4,BE SAFE
381,4,BEEN CANCELLED
382,4,BUSINESSES AND
383,4,CAN’T WAIT
384,4,CFSNOWBIRDS COVID19
385,4,CFSNOWBIRDS RCAFARC
386,4,CHIEF MINISTER
387,4,COME OUT
388,4,CONTINUES TO
389,4,CORONAVIRUS IN
390,4,CORONAVIRUS LIKEFORLIKES
391,4,CORVID19 CORONA
392,4,COVID19 BUT
393,4,COVID19 BY
394,4,COVID19 CASE
395,4,COVID19 CRISIS
396,4,COVID19 I
397,4,COVID19 OR
398,4,COVID19 RELATED
399,4,COVID19 SAFETY
400,4,COVID19 VACCINE
401,4,COVID19 \xa0
402,4,DAY OF
403,4,DAYS AFTER
404,4,DO A
405,4,ESSENTIAL WORKERS
406,4,FAMILY LAW
407,4,FEATURED ONTARIO
408,4,FIGHT AGAINST
409,4,FIGHT COVID19
410,4,FINE ART
411,4,FOLLOWFORFOLLOWBACK 
412,4,FOLLOWS IMMEDIATELY
413,4,FOR COVID
414,4,FOR MORE
415,4,FOR OPERATIONINSPIRATION
416,4,FOR SOME
