columns,lr_training_r2,lr_rmse,dt_rmse,gbdt_rmse,,,,,,
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive']|,0.979443954,212.1543616,3793.910484,3775.753894
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_cases-of']|,0.978717154,234.6315542,3793.910484,3813.061548
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CB_social-distancing']|,0.978754218,238.0879561,3793.910484,3803.696451
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_tests']|,0.978939398,239.1766163,3793.910484,3744.493986
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_coronavirus-in']|,0.978875812,240.2387389,3793.910484,3845.545333
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_quarantinepositive']|,0.97871434,240.341071,3793.910484,3736.594088
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CB_tested-positive']|,0.978723109,241.1134027,3793.910484,3393.662531
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CB_spread-of']|,0.978715833,243.0765258,3793.910484,3675.142146
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'G_symptoms']|,0.978718803,245.1465118,3793.910484,3793.974816
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'active_cases']|,0.978717907,251.4018043,5472.895321,5238.215942
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_covid19-in']|,0.979372854,251.8540092,3793.910484,3853.545815
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GU_positive']|,0.979147004,255.6015662,3793.910484,3769.340747
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_coronavirus']|,0.981848648,262.630783,3793.910484,3708.582639
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_case']|,0.978823149,269.6966377,3793.910484,3712.303854
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_ottawa']|,0.979291564,270.8395165,3793.910484,3862.768546
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_pandemic']|,0.978745836,272.1063404,3793.910484,3819.764638
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_covid19-testing']|,0.978829796,292.5653912,3793.910484,3787.023953
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_social-distancing']|,0.978804605,296.8740243,3793.910484,3666.182732
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_face-masks']|,0.979110276,297.4568027,3793.910484,3867.933116
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_the-virus']|,0.980994553,297.7460106,3793.910484,3646.698177
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CB_canada-covid19']|,0.97886756,299.4104924,3793.910484,3765.414727
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_testing']|,0.978883714,304.6562638,3793.910484,3759.707412
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_corona']|,0.980528247,326.6129074,3793.910484,3736.18862
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_spread-of']|,0.980630017,327.9431557,3793.910484,3757.778577
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'G_flu']|,0.978781952,334.1689999,3793.910484,3421.81771
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'G_fatigue']|,0.979033259,335.4441722,3926.282423,3838.399966
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_covid19']|,0.979792771,336.1283727,3793.910484,3717.179306
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CU_death']|,0.982134466,351.1212292,3793.910484,3649.33926
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'new_cases_2w_ago']|,0.978762503,355.8667082,3793.910484,3742.212501
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GU_deaths']|,0.979714986,360.2061853,3793.910484,3679.683112
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'G_fever']|,0.98142418,361.601232,3793.910484,3697.400132
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GU_death']|,0.979237459,362.1090936,3793.910484,3787.750908
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_CB_new-covid19']|,0.983498983,364.3505115,3793.910484,3733.54896
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_covid19-cases']|,0.97920914,369.2982774,3793.910484,3796.180482
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_covid19-pandemic']|,0.980390292,379.9637978,3793.910484,3765.603067
