columns,lr_training_r2,lr_rmse,dt_rmse,gbdt_rmse,,,,,,,
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests']|,0.980002034,203.4079903,3793.910484,3703.718118
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'G_symptoms']|,0.979453351,206.2970476,3793.910484,3782.510037
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CB_spread-of']|,0.979446684,208.4975732,3793.910484,3676.721693
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CB_social-distancing']|,0.979463574,211.5936563,3793.910484,3768.313921
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_quarantinepositive']|,0.979443954,212.1543616,3793.910484,3775.753894
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_coronavirus-in']|,0.979839928,217.3539079,3793.910484,3853.405522
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CB_tested-positive']|,0.979532379,218.8367655,3793.910484,3718.692909
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GU_positive']|,0.979521879,223.5417034,3793.910484,3710.901031
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_cases-of']|,0.979455654,223.8091951,3793.910484,3685.128405
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_covid19-in']|,0.97988799,226.8830309,3793.910484,3870.512459
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_face-masks']|,0.979523595,234.1505692,3793.910484,3820.718583
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_coronavirus']|,0.982570747,234.2596779,3793.910484,3761.471986
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CB_canada-covid19']|,0.979477776,238.5770732,3793.910484,3776.010854
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_covid19-testing']|,0.979493318,241.6311115,3793.910484,3777.534689
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'new_cases_2w_ago']|,0.979456386,243.5676907,3793.910484,3714.161697
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'active_cases']|,0.979482148,251.0579504,5472.895321,5373.298036
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_ottawa']|,0.980090569,251.7267424,3793.910484,3836.733998
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_case']|,0.979605557,259.5233557,3793.910484,3787.658474
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_testing']|,0.979581922,266.1564008,3793.910484,3866.864203
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_pandemic']|,0.979509868,267.6146186,3793.910484,3858.411577
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_the-virus']|,0.981952796,270.4037521,3793.910484,3737.759578
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_corona']|,0.981503025,299.0610458,3793.910484,3709.671917
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_social-distancing']|,0.979613121,300.8961799,3793.910484,3780.206694
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_spread-of']|,0.981106708,307.1151086,3793.910484,3810.347334
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_covid19']|,0.980457523,313.213036,3793.910484,3650.088652
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_death']|,0.982861718,321.4007211,3793.910484,3602.410715
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'G_flu']|,0.97951666,327.1350404,3793.910484,3546.390453
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'G_fatigue']|,0.979819647,328.0205794,3926.282423,4093.039395
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_covid19-cases']|,0.979926543,339.3242284,3793.910484,3889.531105
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'G_fever']|,0.982362647,340.1643413,3793.910484,3758.815846
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'G_sick']|,0.979765422,342.4919553,3793.910484,3558.956308
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CB_new-covid19']|,0.983669968,344.258155,3793.910484,3762.987197
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GU_death']|,0.980009762,349.748716,3793.910484,3797.147385
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_covid19-pandemic']|,0.981056509,357.1056486,3793.910484,3592.088319
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GU_corona']|,0.981930826,361.3901315,3793.910484,3564.50669
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CB_have-increased']|,0.980178799,375.1715438,3793.910484,3726.036801
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GU_crisis']|,0.982392425,393.5195045,3793.910484,3767.945369
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_new-cases']|,0.981669162,398.2720166,3793.910484,3548.069914
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GU_deaths']|,0.981072089,399.9947873,3793.910484,3644.129196
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CB_covid19-cases']|,0.98229909,410.7903749,3793.910484,3816.157908
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'G_tired']|,0.980119268,412.5288046,3793.910484,3767.618233
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'G_virus']|,0.98392824,453.6377052,3793.910484,3779.609369
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'G_headache']|,0.980627226,469.036001,3793.910484,3738.709681
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_ontario']|,0.980804947,487.3898098,3793.910484,3609.598352
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_covid-19']|,0.983121416,492.6376619,3793.910484,3717.647652
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_to-wear']|,0.980428801,507.6293387,3793.910484,3909.573126
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_GB_a-pandemic']|,0.980449486,514.349067,3793.910484,3733.603926
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CB_wave-of']|,0.980075642,517.896612,3793.910484,3714.411757
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_toronto']|,0.979844729,564.8116747,2405.686019,2355.660307
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'G_cough']|,0.981075081,567.9340675,3793.910484,3645.615056
