columns,lr_training_r2,lr_rmse,dt_rmse,gbdt_rmse,,,,
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths']|,0.977985755,338.4645741,3793.910484,3710.549555
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_ottawa']|,0.978240893,372.2267707,4423.806383,4365.002548
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_spread-of']|,0.979427781,376.0753396,2692.634735,2783.213994
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CB_spread-of']|,0.977510994,396.2174436,2692.634735,2668.035255
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_face-masks']|,0.977478355,397.4825166,2692.634735,2694.215871
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'G_tired']|,0.978373528,406.6462358,2198.221459,2161.878638
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'G_sick']|,0.978071174,408.2647263,2198.221459,2131.032978
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_covid19-in']|,0.978146741,415.2075405,3930.493724,3878.183819
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_cases-of']|,0.97750785,417.6157536,2546.128695,2568.436481
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_tested-positive']|,0.97768534,421.4539291,3793.910484,3667.877923
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_tests']|,0.977759373,422.4662314,2692.634735,2654.469205
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CB_tested-positive']|,0.977424626,425.6153198,2692.634735,2635.907598
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_quarantinepositive']|,0.977424155,425.9810093,2692.634735,2660.069409
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GU_positive']|,0.977467105,428.2223563,2692.634735,2431.21463
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GU_deaths']|,0.978582961,428.5727206,3459.592846,3367.973471
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'G_symptoms']|,0.977473628,439.2225924,2198.221459,2264.335376
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CB_social-distancing']|,0.977431613,442.8872948,2692.634735,2697.592178
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'G_covid']|,0.980620037,446.9635665,2546.128695,2267.88666
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_coronavirus-in']|,0.977796819,450.3474304,2692.634735,2667.418783
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'active_cases']|,0.977840466,452.5370524,2692.634735,2680.449833
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_new-cases']|,0.979570687,457.7967411,2692.634735,2544.748884
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GU_death']|,0.978411106,458.5193171,3584.976119,3537.956604
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CB_covid-cases']|,0.97796652,465.6473415,2692.634735,2660.479235
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_covid19']|,0.978476201,466.8731373,2692.634735,2689.403947
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_covid19-pandemic']|,0.979444687,476.629686,3459.592846,3431.639793
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CB_canada-covid19']|,0.977617725,488.0741692,2692.634735,2699.946686
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CB_have-increased']|,0.979271225,517.4102756,2692.634735,2572.492856
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'G_flu']|,0.977489362,538.8891118,2692.634735,2597.685949
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_corona']|,0.979785069,545.8148706,2692.634735,2582.734759
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_testing']|,0.977879335,546.4800162,2692.634735,2695.580343
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_covid19-testing']|,0.97772506,546.5031341,2198.221459,2140.091804
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_covid19-cases']|,0.978497624,560.1089575,2692.634735,2654.302163
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'new_cases_2w_ago']|,0.977842502,563.7594874,2692.634735,2739.589554
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CB_covid19-cases']|,0.980951515,568.2926835,2692.634735,2687.759711
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_case']|,0.977746414,569.6685444,2692.634735,2714.263862
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CB_new-covid19']|,0.982401445,570.2966928,3436.181577,3486.133882
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_the-virus']|,0.980260551,584.7232504,2692.634735,2663.016107
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_pandemic']|,0.977592844,602.6081735,2692.634735,2642.721092
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_cases']|,0.980345877,618.6336402,2692.634735,2737.251868
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GU_corona']|,0.980189662,621.1460113,2901.816656,2546.562536
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_social-distancing']|,0.977719008,624.0892788,2692.634735,2623.056993
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_covid-19']|,0.981766109,627.3204928,2692.634735,2711.08398
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'G_virus']|,0.982453773,663.0276231,3622.034488,3522.352639
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_coronavirus']|,0.980338386,664.5045207,2692.634735,2700.334414
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GU_crisis']|,0.980938264,671.6589075,3346.539794,3331.198576
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_ontario']|,0.979768,678.0935104,2692.634735,2697.400879
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'G_fatigue']|,0.978263936,682.1525981,3926.282423,3908.19517
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_death']|,0.98090266,685.7058231,2692.634735,2680.440485
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'G_fever']|,0.980078027,695.4523091,2692.634735,2532.04284
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_coronavirus-cases']|,0.983686778,724.3589356,2546.128695,2610.17968
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CB_wave-of']|,0.977869727,748.2385324,2692.634735,2685.760694
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'G_headache']|,0.979008709,786.1107371,2692.634735,2708.681388
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_to-wear']|,0.978683399,790.1728156,2692.634735,2699.19606
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_GB_a-pandemic']|,0.978565739,827.826984,3436.181577,3433.969518
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_lockdown']|,0.978622568,866.5955052,2692.634735,2764.572888
