columns,lr_training_r2,lr_rmse,dt_rmse,gbdt_rmse,,,
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic']|,0.977424155,425.9810093,2692.634735,2660.069409
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_covid19-in']|,0.976792602,429.0755313,3930.493724,3962.342507
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_coronavirus-in']|,0.975202468,429.5357995,2692.634735,2649.498383
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_pandemic']|,0.975025369,435.8049279,2692.634735,2700.559735
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_tests']|,0.975212929,438.7048115,2692.634735,2670.349712
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_tested-positive']|,0.97552389,443.1536282,3793.910484,3752.05332
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_canada-covid19']|,0.974972876,444.4702136,2692.634735,2686.690422
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid-cases']|,0.976283968,445.1679776,2692.634735,2778.092466
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_tested-positive']|,0.974975573,446.2254021,2692.634735,2704.797206
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_testing']|,0.97497448,446.441392,2692.634735,2659.503192
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_quarantinepositive']|,0.97497267,446.5728952,2692.634735,2712.891041
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_flu']|,0.974972816,446.7746137,2692.634735,2693.60566
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_cases-of']|,0.974972719,446.7958888,2546.128695,2491.310696
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_spread-of']|,0.974992792,451.1685157,2692.634735,2648.82954
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_spread-of']|,0.978567003,452.7174028,2692.634735,2782.382995
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GU_positive']|,0.975019401,455.9544142,2692.634735,2703.150746
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_ottawa']|,0.975360575,459.2330368,4423.806383,4469.434338
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_deaths']|,0.975560821,469.7400694,3793.910484,3669.815534
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_sick']|,0.975271519,471.4526224,2198.221459,2177.302684
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GU_deaths']|,0.975197597,475.0741357,3459.592846,3375.157804
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_face-masks']|,0.975320522,483.3726891,2692.634735,2694.073505
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_covid19']|,0.978042174,486.6410704,2692.634735,2657.654634
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_social-distancing']|,0.975116588,486.8891606,2692.634735,2577.633271
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_symptoms']|,0.975783591,487.3491947,2198.221459,2187.333582
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_covid19-testing']|,0.975200323,508.0745372,2198.221459,2243.863603
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_case']|,0.975360798,509.8606947,2692.634735,2655.86536
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_covid19-pandemic']|,0.97926277,520.3935854,3459.592846,3422.051731
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_corona']|,0.97711382,520.791854,2692.634735,2615.014643
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_the-virus']|,0.978155998,528.5066855,2692.634735,2710.426734
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_have-increased']|,0.977298597,539.8879924,2692.634735,2602.836712
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'active_cases']|,0.975721259,552.3021383,2692.634735,2730.077765
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_covid']|,0.977818904,556.4846011,2546.128695,2743.48909
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_new-cases']|,0.977425969,577.6707474,2692.634735,2990.248716
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_tired']|,0.976153192,582.1773041,2198.221459,2437.22205
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_new-covid19']|,0.980248016,584.665408,3436.181577,3601.073958
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GU_corona']|,0.977714527,589.2178533,2901.816656,2538.675665
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_fever']|,0.977266223,597.548707,2692.634735,2459.567175
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GU_death']|,0.976733365,619.0252577,3584.976119,3602.006677
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_covid19-cases']|,0.976957474,624.3494506,2692.634735,2541.431196
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_covid-19']|,0.981733259,643.785929,2692.634735,2704.528576
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_virus']|,0.980575185,650.2887459,3622.034488,3609.440288
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_death']|,0.97911494,656.7485737,2692.634735,2616.266118
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-cases']|,0.979161657,666.2901408,2692.634735,2645.773526
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_coronavirus']|,0.979792832,673.2028197,2692.634735,2726.855938
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_ontario']|,0.976450853,681.7658664,2692.634735,2613.699602
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GU_crisis']|,0.980860185,687.4754232,3346.539794,3292.767302
