columns,lr_training_r2,lr_rmse,dt_rmse,gbdt_rmse,,,,,
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases']|,0.97871434,240.341071,3793.910484,3736.594088
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CU_coronavirus']|,0.981844697,264.0336168,3793.910484,3787.551022
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_GB_coronavirus-in']|,0.978284972,292.7512471,3793.910484,3943.012583
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_GB_the-virus']|,0.980932147,304.9899156,3793.910484,3810.85095
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CU_case']|,0.978311501,313.1345215,3793.910484,3696.226041
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CU_tests']|,0.978234467,323.3052896,3793.910484,3728.084799
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_social-distancing']|,0.978011109,326.0077567,3793.910484,3813.456547
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CU_testing']|,0.97821129,326.825943,3793.910484,3681.502235
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'G_flu']|,0.9781233,332.8531563,3793.910484,3593.329218
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_GB_cases-of']|,0.977986239,336.0429671,3793.910484,3712.133387
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CU_quarantinepositive']|,0.977985755,338.4645741,3793.910484,3710.549555
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'G_symptoms']|,0.977986167,339.0450688,3793.910484,3759.775246
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_spread-of']|,0.977985854,340.0118101,3793.910484,3619.050361
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_GB_tested-positive']|,0.978302097,346.981033,3793.910484,3771.939926
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_tested-positive']|,0.978017733,347.410769,3793.910484,3703.249708
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_GB_covid19-testing']|,0.978200169,354.7520677,3793.910484,3760.721946
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_GB_covid19-in']|,0.978724138,356.0196736,3793.910484,3786.800948
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_GB_face-masks']|,0.97800062,357.7496586,3793.910484,3845.645014
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CU_death']|,0.98211031,361.5817738,3793.910484,3810.981265
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'G_fever']|,0.981078279,362.1589367,3793.910484,3692.720921
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CU_corona']|,0.980300263,362.6369175,3793.910484,3972.278257
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_GU_positive']|,0.978097366,369.443656,3793.910484,3783.758168
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_canada-covid19']|,0.978073321,373.7062864,3793.910484,3722.308165
